,times,temps
2511,14:53:40,77.7
2512,14:53:41,77.7
2513,14:53:43,77.7
2514,14:53:45,77.7
2515,14:53:46,77.7
2516,14:53:48,77.7
2517,14:53:50,77.7
2518,14:53:51,77.7
2519,14:53:53,77.7
2520,14:53:54,77.7
2521,14:53:56,77.7
2522,14:53:58,77.8
2523,14:53:59,77.8
2524,14:54:01,77.8
2525,14:54:03,77.8
2526,14:54:04,77.8
2527,14:54:06,77.8
2528,14:54:07,77.8
2529,14:54:09,77.8
2530,14:54:11,77.8
2531,14:54:12,77.8
2532,14:54:14,77.8
2533,14:54:16,77.8
2534,14:54:17,77.8
2535,14:54:19,77.8
2536,14:54:20,77.8
2537,14:54:22,77.8
2538,14:54:24,77.8
2539,14:54:25,77.8
2540,14:54:27,77.8
2541,14:54:29,77.8
2542,14:54:30,77.8
2543,14:54:32,77.8
2544,14:54:33,77.8
2545,14:54:35,77.8
2546,14:54:37,77.8
2547,14:54:38,77.8
2548,14:54:40,77.8
2549,14:54:42,77.8
2550,14:54:43,77.8
2551,14:54:45,77.8
2552,14:54:46,77.8
2553,14:54:48,77.8
2554,14:54:50,77.8
2555,14:54:51,77.8
2556,14:54:53,77.8
2557,14:54:55,77.8
2558,14:54:56,77.8
2559,14:54:58,77.8
2560,14:54:59,77.8
2561,14:55:01,77.8
2562,14:55:03,77.8
2563,14:55:04,77.8
2564,14:55:06,77.8
2565,14:55:08,77.8
2566,14:55:09,77.8
2567,14:55:11,77.8
2568,14:55:12,77.8
2569,14:55:14,77.8
2570,14:55:16,77.8
2571,14:55:17,77.8
2572,14:55:19,77.8
2573,14:55:21,77.8
2574,14:55:22,77.8
2575,14:55:24,77.8
2576,14:55:25,77.8
2577,14:55:27,77.8
2578,14:55:29,77.8
2579,14:55:30,77.8
2580,14:55:32,77.8
2581,14:55:34,77.8
2582,14:55:35,77.8
2583,14:55:37,77.8
2584,14:55:38,77.8
2585,14:55:40,77.8
2586,14:55:42,77.8
2587,14:55:43,77.8
2588,14:55:45,77.8
2589,14:55:47,77.8
2590,14:55:48,77.8
2591,14:55:50,77.8
2592,14:55:51,77.8
2593,14:55:53,77.8
2594,14:55:55,77.8
2595,14:55:56,77.8
2596,14:55:58,77.8
2597,14:55:59,77.8
2598,14:56:01,77.8
2599,14:56:03,77.8
2600,14:56:04,77.8
2601,14:56:06,77.8
2602,14:56:08,77.8
2603,14:56:09,77.8
2604,14:56:11,77.8
2605,14:56:12,77.8
2606,14:56:14,77.8
2607,14:56:16,77.8
2608,14:56:17,77.8
2609,14:56:19,77.8
2610,14:56:21,77.8
2611,14:56:22,77.8
2612,14:56:24,77.8
2613,14:56:26,77.8
2614,14:56:27,77.7
2615,14:56:29,77.7
2616,14:56:30,77.7
2617,14:56:32,77.7
2618,14:56:34,77.7
2619,14:56:35,77.7
2620,14:56:37,77.7
2621,14:56:39,77.7
2622,14:56:40,77.7
2623,14:56:42,77.7
2624,14:56:43,77.7
2625,14:56:45,77.7
2626,14:56:47,77.7
2627,14:56:48,77.7
2628,14:56:50,77.7
2629,14:56:52,77.7
2630,14:56:53,77.7
2631,14:56:55,77.7
2632,14:56:56,77.7
2633,14:56:58,77.6
2634,14:57:00,77.6
2635,14:57:01,77.6
2636,14:57:03,77.6
2637,14:57:05,77.6
2638,14:57:06,77.6
2639,14:57:08,77.6
2640,14:57:09,77.6
2641,14:57:11,77.6
2642,14:57:13,77.6
2643,14:57:14,77.6
2644,14:57:16,77.6
2645,14:57:18,77.6
2646,14:57:19,77.6
2647,14:57:21,77.6
2648,14:57:22,77.6
2649,14:57:24,77.5
2650,14:57:26,77.5
2651,14:57:27,77.5
2652,14:57:29,77.5
2653,14:57:31,77.5
2654,14:57:32,77.5
2655,14:57:34,77.5
2656,14:57:35,77.5
2657,14:57:37,77.5
2658,14:57:39,77.5
2659,14:57:40,77.5
2660,14:57:42,77.5
2661,14:57:44,77.5
2662,14:57:45,77.5
2663,14:57:47,77.5
2664,14:57:48,77.5
2665,14:57:50,77.5
2666,14:57:52,77.5
2667,14:57:53,77.5
2668,14:57:55,77.5
2669,14:57:57,77.5
2670,14:57:58,77.5
2671,14:58:00,77.5
2672,14:58:01,77.5
2673,14:58:03,77.5
2674,14:58:05,77.4
2675,14:58:06,77.4
2676,14:58:08,77.4
2677,14:58:10,77.4
2678,14:58:11,77.4
2679,14:58:13,77.4
2680,14:58:14,77.4
2681,14:58:16,77.4
2682,14:58:18,77.4
2683,14:58:19,77.4
2684,14:58:21,77.3
2685,14:58:22,77.3
2686,14:58:24,77.3
2687,14:58:26,77.3
2688,14:58:27,77.3
2689,14:58:29,77.3
2690,14:58:31,77.3
2691,14:58:32,77.3
2692,14:58:34,77.3
2693,14:58:36,77.3
2694,14:58:37,77.3
2695,14:58:39,77.3
2696,14:58:40,77.3
2697,14:58:42,77.3
2698,14:58:44,77.3
2699,14:58:45,77.3
2700,14:58:47,77.3
2701,14:58:48,77.3
2702,14:58:50,77.3
2703,14:58:52,77.3
2704,14:58:53,77.3
2705,14:58:55,77.3
2706,14:58:57,77.3
2707,14:58:58,77.3
2708,14:59:00,77.3
2709,14:59:01,77.3
2710,14:59:03,77.3
2711,14:59:05,77.3
2712,14:59:06,77.3
2713,14:59:08,77.3
2714,14:59:10,77.3
2715,14:59:11,77.3
2716,14:59:13,77.3
2717,14:59:14,77.3
2718,14:59:16,77.3
2719,14:59:18,77.3
2720,14:59:19,77.3
2721,14:59:21,77.3
2722,14:59:23,77.3
2723,14:59:24,77.3
2724,14:59:26,77.3
2725,14:59:27,77.3
2726,14:59:29,77.3
2727,14:59:31,77.3
2728,14:59:32,77.3
2729,14:59:34,77.3
2730,14:59:36,77.3
2731,14:59:37,77.3
2732,14:59:39,77.3
2733,14:59:40,77.3
2734,14:59:42,77.3
2735,14:59:44,77.3
2736,14:59:45,77.3
2737,14:59:47,77.3
2738,14:59:49,77.3
2739,14:59:50,77.3
2740,14:59:52,77.3
2741,14:59:53,77.3
2742,14:59:55,77.3
2743,14:59:57,77.3
2744,14:59:58,77.3
2745,15:00:00,77.3
2746,15:00:02,77.3
2747,15:00:03,77.3
2748,15:00:05,77.3
2749,15:00:06,77.3
2750,15:00:08,77.3
2751,15:00:10,77.3
2752,15:00:11,77.3
2753,15:00:13,77.3
2754,15:00:15,77.3
2755,15:00:16,77.3
2756,15:00:18,77.3
2757,15:00:19,77.3
2758,15:00:21,77.3
2759,15:00:23,77.3
2760,15:00:24,77.3
2761,15:00:26,77.3
2762,15:00:28,77.3
2763,15:00:29,77.3
2764,15:00:31,77.3
2765,15:00:32,77.3
2766,15:00:34,77.3
2767,15:00:36,77.3
2768,15:00:37,77.3
2769,15:00:39,77.3
2770,15:00:41,77.3
2771,15:00:42,77.3
2772,15:00:44,77.3
2773,15:00:45,77.3
2774,15:00:47,77.3
2775,15:00:49,77.3
2776,15:00:50,77.3
2777,15:00:52,77.3
2778,15:00:54,77.3
2779,15:00:55,77.3
2780,15:00:57,77.3
2781,15:00:58,77.3
2782,15:01:00,77.3
2783,15:01:02,77.3
2784,15:01:03,77.3
2785,15:01:05,77.3
2786,15:01:07,77.3
2787,15:01:08,77.3
2788,15:01:10,77.3
2789,15:01:11,77.3
2790,15:01:13,77.3
2791,15:01:15,77.3
2792,15:01:16,77.3
2793,15:01:18,77.3
2794,15:01:20,77.3
2795,15:01:21,77.3
2796,15:01:23,77.3
2797,15:01:24,77.3
2798,15:01:26,77.3
2799,15:01:28,77.3
2800,15:01:29,77.3
2801,15:01:31,77.3
2802,15:01:33,77.3
2803,15:01:34,77.3
2804,15:01:36,77.3
2805,15:01:37,77.3
2806,15:01:39,77.3
2807,15:01:41,77.3
2808,15:01:42,77.3
2809,15:01:44,77.3
2810,15:01:46,77.3
2811,15:01:47,77.3
2812,15:01:49,77.3
2813,15:01:50,77.3
2814,15:01:52,77.3
2815,15:01:54,77.3
2816,15:01:55,77.3
2817,15:01:57,77.3
2818,15:01:59,77.3
2819,15:02:00,77.3
2820,15:02:02,77.3
2821,15:02:03,77.3
2822,15:02:05,77.3
2823,15:02:07,77.3
2824,15:02:08,77.3
2825,15:02:10,77.3
2826,15:02:12,77.3
2827,15:02:13,77.3
2828,15:02:15,77.3
2829,15:02:16,77.3
2830,15:02:18,77.3
2831,15:02:20,77.3
2832,15:02:21,77.3
2833,15:02:23,77.3
2834,15:02:25,77.3
2835,15:02:26,77.3
2836,15:02:28,77.3
2837,15:02:29,77.3
2838,15:02:31,77.3
2839,15:02:33,77.3
2840,15:02:34,77.3
2841,15:02:36,77.3
2842,15:02:37,77.3
2843,15:02:39,77.3
2844,15:02:41,77.3
2845,15:02:42,77.3
2846,15:02:44,77.3
2847,15:02:46,77.3
2848,15:02:47,77.3
2849,15:02:49,77.3
2850,15:02:50,77.3
2851,15:02:52,77.3
2852,15:02:54,77.3
2853,15:02:55,77.3
2854,15:02:57,77.3
2855,15:02:59,77.3
2856,15:03:00,77.3
2857,15:03:02,77.3
2858,15:03:03,77.3
2859,15:03:05,77.3
2860,15:03:07,77.3
2861,15:03:08,77.3
2862,15:03:10,77.3
2863,15:03:12,77.3
2864,15:03:13,77.3
2865,15:03:15,77.4
2866,15:03:16,77.3
2867,15:03:18,77.3
2868,15:03:20,77.3
2869,15:03:21,77.3
2870,15:03:23,77.3
2871,15:03:25,77.3
2872,15:03:26,77.3
2873,15:03:28,77.3
2874,15:03:29,77.3
2875,15:03:31,77.3
2876,15:03:33,77.3
2877,15:03:34,77.3
2878,15:03:36,77.3
2879,15:03:38,77.3
2880,15:03:39,77.3
2881,15:03:41,77.3
2882,15:03:42,77.3
2883,15:03:44,77.3
2884,15:03:46,77.3
2885,15:03:47,77.3
2886,15:03:49,77.3
2887,15:03:51,77.3
2888,15:03:52,77.3
2889,15:03:54,77.3
2890,15:03:56,77.3
2891,15:03:57,77.3
2892,15:03:59,77.3
2893,15:04:00,77.3
2894,15:04:02,77.3
2895,15:04:04,77.3
2896,15:04:05,77.3
2897,15:04:07,77.3
2898,15:04:09,77.3
2899,15:04:10,77.2
2900,15:04:12,77.2
2901,15:04:13,77.2
2902,15:04:15,77.2
2903,15:04:17,77.2
2904,15:04:18,77.2
2905,15:04:20,77.2
2906,15:04:22,77.2
2907,15:04:23,77.2
2908,15:04:25,77.2
2909,15:04:26,77.2
2910,15:04:28,77.2
2911,15:04:30,77.2
2912,15:04:31,77.2
2913,15:04:33,77.2
2914,15:04:35,77.2
2915,15:04:36,77.2
2916,15:04:38,77.2
2917,15:04:39,77.2
2918,15:04:41,77.2
2919,15:04:43,77.2
2920,15:04:44,77.2
2921,15:04:46,77.3
2922,15:04:48,77.3
2923,15:04:49,77.3
2924,15:04:51,77.3
2925,15:04:52,77.3
2926,15:04:54,77.3
2927,15:04:56,77.3
2928,15:04:57,77.3
2929,15:04:59,77.3
2930,15:05:00,77.3
2931,15:05:02,77.3
2932,15:05:04,77.3
2933,15:05:05,77.3
2934,15:05:07,77.3
2935,15:05:09,77.3
2936,15:05:10,77.3
2937,15:05:12,77.2
2938,15:05:13,77.2
2939,15:05:15,77.2
2940,15:05:17,77.2
2941,15:05:18,77.2
2942,15:05:20,77.2
2943,15:05:22,77.2
2944,15:05:23,77.2
2945,15:05:25,77.2
2946,15:05:26,77.2
2947,15:05:28,77.2
2948,15:05:30,77.2
2949,15:05:31,77.2
2950,15:05:33,77.2
2951,15:05:35,77.2
2952,15:05:36,77.2
2953,15:05:38,77.2
2954,15:05:39,77.2
2955,15:05:41,77.2
2956,15:05:43,77.2
2957,15:05:44,77.2
2958,15:05:46,77.2
2959,15:05:48,77.2
2960,15:05:49,77.2
2961,15:05:51,77.2
2962,15:05:52,77.2
2963,15:05:54,77.2
2964,15:05:56,77.2
2965,15:05:57,77.2
2966,15:05:59,77.2
2967,15:06:01,77.2
2968,15:06:02,77.2
2969,15:06:04,77.2
2970,15:06:05,77.2
2971,15:06:07,77.2
2972,15:06:09,77.2
2973,15:06:10,77.2
2974,15:06:12,77.2
2975,15:06:14,77.2
2976,15:06:15,77.2
2977,15:06:17,77.2
2978,15:06:18,77.2
2979,15:06:20,77.2
2980,15:06:22,77.2
2981,15:06:23,77.2
2982,15:06:25,77.2
2983,15:06:27,77.2
2984,15:06:28,77.2
2985,15:06:30,77.2
2986,15:06:31,77.2
2987,15:06:33,77.2
2988,15:06:35,77.2
2989,15:06:36,77.2
2990,15:06:38,77.2
2991,15:06:40,77.2
2992,15:06:41,77.2
2993,15:06:43,77.2
2994,15:06:44,77.2
2995,15:06:46,77.2
2996,15:06:48,77.2
2997,15:06:49,77.2
2998,15:06:51,77.2
2999,15:06:53,77.2
3000,15:06:54,77.2
3001,15:06:56,77.2
3002,15:06:57,77.2
3003,15:06:59,77.2
3004,15:07:01,77.2
3005,15:07:02,77.2
3006,15:07:04,77.2
3007,15:07:06,77.2
3008,15:07:07,77.2
3009,15:07:09,77.2
3010,15:07:10,77.2
3011,15:07:12,77.2
3012,15:07:14,77.2
3013,15:07:15,77.2
3014,15:07:17,77.2
3015,15:07:19,77.2
3016,15:07:20,77.2
3017,15:07:22,77.2
3018,15:07:23,77.2
3019,15:07:25,77.2
3020,15:07:27,77.2
3021,15:07:28,77.2
3022,15:07:30,77.2
3023,15:07:32,77.2
3024,15:07:33,77.2
3025,15:07:35,77.2
3026,15:07:36,77.2
3027,15:07:38,77.2
3028,15:07:40,77.2
3029,15:07:41,77.2
3030,15:07:43,77.2
3031,15:07:45,77.2
3032,15:07:46,77.2
3033,15:07:48,77.2
3034,15:07:49,77.2
3035,15:07:51,77.2
3036,15:07:53,77.2
3037,15:07:54,77.2
3038,15:07:56,77.2
3039,15:07:58,77.2
3040,15:07:59,77.2
3041,15:08:01,77.2
3042,15:08:02,77.2
3043,15:08:04,77.2
3044,15:08:06,77.2
3045,15:08:07,77.2
3046,15:08:09,77.2
3047,15:08:11,77.2
3048,15:08:12,77.2
3049,15:08:14,77.2
3050,15:08:15,77.2
3051,15:08:17,77.2
3052,15:08:19,77.2
3053,15:08:20,77.2
3054,15:08:22,77.2
3055,15:08:24,77.2
3056,15:08:25,77.2
3057,15:08:27,77.2
3058,15:08:28,77.2
3059,15:08:30,77.2
3060,15:08:32,77.2
3061,15:08:33,77.2
3062,15:08:35,77.2
3063,15:08:37,77.2
3064,15:08:38,77.2
3065,15:08:40,77.2
3066,15:08:41,77.2
3067,15:08:43,77.2
3068,15:08:45,77.2
3069,15:08:46,77.2
3070,15:08:48,77.2
3071,15:08:50,77.2
3072,15:08:51,77.2
3073,15:08:53,77.2
3074,15:08:54,77.2
3075,15:08:56,77.2
3076,15:08:58,77.2
3077,15:08:59,77.2
3078,15:09:01,77.2
3079,15:09:03,77.2
3080,15:09:04,77.3
3081,15:09:06,77.3
3082,15:09:07,77.3
3083,15:09:09,77.3
3084,15:09:11,77.3
3085,15:09:12,77.3
3086,15:09:14,77.3
3087,15:09:16,77.3
3088,15:09:17,77.3
3089,15:09:19,77.3
3090,15:09:20,77.3
3091,15:09:22,77.3
3092,15:09:24,77.3
3093,15:09:25,77.3
3094,15:09:27,77.3
3095,15:09:29,77.3
3096,15:09:30,77.3
3097,15:09:32,77.3
3098,15:09:33,77.3
3099,15:09:35,77.3
3100,15:09:37,77.3
3101,15:09:38,77.3
3102,15:09:40,77.3
3103,15:09:42,77.3
3104,15:09:43,77.3
3105,15:09:45,77.3
3106,15:09:46,77.3
3107,15:09:48,77.3
3108,15:09:50,77.3
3109,15:09:51,77.3
3110,15:09:53,77.3
3111,15:09:55,77.3
3112,15:09:56,77.3
3113,15:09:58,77.3
3114,15:09:59,77.3
3115,15:10:01,77.3
3116,15:10:03,77.3
3117,15:10:04,77.3
3118,15:10:06,77.3
3119,15:10:08,77.3
3120,15:10:09,77.3
3121,15:10:11,77.3
3122,15:10:12,77.3
3123,15:10:14,77.3
3124,15:10:16,77.3
3125,15:10:17,77.3
3126,15:10:19,77.3
3127,15:10:21,77.3
3128,15:10:22,77.3
3129,15:10:24,77.3
3130,15:10:25,77.3
3131,15:10:27,77.3
3132,15:10:29,77.3
3133,15:10:30,77.3
3134,15:10:32,77.3
3135,15:10:34,77.3
3136,15:10:35,77.3
3137,15:10:37,77.3
3138,15:10:38,77.3
3139,15:10:40,77.3
3140,15:10:42,77.3
3141,15:10:43,77.3
3142,15:10:45,77.3
3143,15:10:47,77.3
3144,15:10:48,77.3
3145,15:10:50,77.3
3146,15:10:51,77.3
3147,15:10:53,77.3
3148,15:10:55,77.3
3149,15:10:56,77.3
3150,15:10:58,77.3
3151,15:11:00,77.3
3152,15:11:01,77.3
3153,15:11:03,77.3
3154,15:11:04,77.3
3155,15:11:06,77.3
3156,15:11:08,77.3
3157,15:11:09,77.3
3158,15:11:11,77.3
3159,15:11:13,77.3
3160,15:11:14,77.3
3161,15:11:16,77.3
3162,15:11:17,77.3
3163,15:11:19,77.3
3164,15:11:21,77.3
3165,15:11:22,77.3
3166,15:11:24,77.3
3167,15:11:26,77.3
3168,15:11:27,77.3
3169,15:11:29,77.3
3170,15:11:30,77.3
3171,15:11:32,77.3
3172,15:11:34,77.3
3173,15:11:35,77.3
3174,15:11:37,77.3
3175,15:11:39,77.3
3176,15:11:40,77.3
3177,15:11:42,77.3
3178,15:11:43,77.3
3179,15:11:45,77.3
3180,15:11:47,77.3
3181,15:11:48,77.3
3182,15:11:50,77.3
3183,15:11:52,77.3
3184,15:11:53,77.3
3185,15:11:55,77.3
3186,15:11:56,77.3
3187,15:11:58,77.3
3188,15:12:00,77.3
3189,15:12:01,77.3
3190,15:12:03,77.3
3191,15:12:05,77.3
3192,15:12:06,77.3
3193,15:12:08,77.3
3194,15:12:09,77.3
3195,15:12:11,77.3
3196,15:12:13,77.3
3197,15:12:14,77.3
3198,15:12:16,77.3
3199,15:12:18,77.3
3200,15:12:19,77.3
3201,15:12:21,77.3
3202,15:12:22,77.3
3203,15:12:24,77.3
3204,15:12:26,77.3
3205,15:12:27,77.3
3206,15:12:29,77.3
3207,15:12:31,77.3
3208,15:12:32,77.3
3209,15:12:34,77.3
3210,15:12:35,77.3
3211,15:12:37,77.3
3212,15:12:39,77.3
3213,15:12:40,77.3
3214,15:12:42,77.3
3215,15:12:44,77.3
3216,15:12:45,77.3
3217,15:12:47,77.3
3218,15:12:48,77.3
3219,15:12:50,77.3
3220,15:12:52,77.3
3221,15:12:53,77.3
3222,15:12:55,77.3
3223,15:12:57,77.3
3224,15:12:58,77.3
3225,15:13:00,77.3
3226,15:13:01,77.3
3227,15:13:03,77.3
3228,15:13:05,77.3
3229,15:13:06,77.3
3230,15:13:08,77.3
3231,15:13:10,77.3
3232,15:13:11,77.3
3233,15:13:13,77.3
3234,15:13:14,77.3
3235,15:13:16,77.3
3236,15:13:18,77.3
3237,15:13:19,77.3
3238,15:13:21,77.3
3239,15:13:23,77.3
3240,15:13:24,77.3
3241,15:13:26,77.3
3242,15:13:27,77.3
3243,15:13:29,77.3
3244,15:13:31,77.3
3245,15:13:32,77.3
3246,15:13:34,77.3
3247,15:13:36,77.3
3248,15:13:37,77.3
3249,15:13:39,77.3
3250,15:13:40,77.3
3251,15:13:42,77.3
3252,15:13:44,77.3
3253,15:13:45,77.3
3254,15:13:47,77.3
3255,15:13:49,77.3
3256,15:13:50,77.3
3257,15:13:52,77.3
3258,15:13:53,77.3
3259,15:13:55,77.3
3260,15:13:57,77.3
3261,15:13:58,77.3
3262,15:14:00,77.3
3263,15:14:02,77.3
3264,15:14:03,77.3
3265,15:14:05,77.3
3266,15:14:06,77.3
3267,15:14:08,77.3
3268,15:14:10,77.3
3269,15:14:11,77.3
3270,15:14:13,77.3
3271,15:14:15,77.3
3272,15:14:16,77.3
3273,15:14:18,77.2
3274,15:14:19,77.2
3275,15:14:21,77.2
3276,15:14:23,77.2
3277,15:14:24,77.2
3278,15:14:26,77.2
3279,15:14:28,77.2
3280,15:14:29,77.2
3281,15:14:31,77.2
3282,15:14:32,77.2
3283,15:14:34,77.2
3284,15:14:36,77.2
3285,15:14:37,77.2
3286,15:14:39,77.2
3287,15:14:41,77.2
3288,15:14:42,77.2
3289,15:14:44,77.2
3290,15:14:45,77.2
3291,15:14:47,77.2
3292,15:14:49,77.2
3293,15:14:50,77.2
3294,15:14:52,77.2
3295,15:14:54,77.2
3296,15:14:55,77.1
3297,15:14:57,77.2
3298,15:14:58,77.2
3299,15:15:00,77.2
3300,15:15:02,77.2
3301,15:15:03,77.2
3302,15:15:05,77.2
3303,15:15:07,77.2
3304,15:15:08,77.2
3305,15:15:10,77.2
3306,15:15:11,77.2
3307,15:15:13,77.2
3308,15:15:15,77.2
3309,15:15:16,77.2
3310,15:15:18,77.2
3311,15:15:20,77.2
3312,15:15:21,77.2
3313,15:15:23,77.2
3314,15:15:24,77.2
3315,15:15:26,77.2
3316,15:15:28,77.2
3317,15:15:29,77.3
3318,15:15:31,77.3
3319,15:15:33,77.3
3320,15:15:34,77.3
3321,15:15:36,77.3
3322,15:15:37,77.3
3323,15:15:39,77.3
3324,15:15:41,77.3
3325,15:15:42,77.3
3326,15:15:44,77.3
3327,15:15:46,77.3
3328,15:15:47,77.3
3329,15:15:49,77.3
3330,15:15:50,77.3
3331,15:15:52,77.3
3332,15:15:54,77.3
3333,15:15:55,77.3
3334,15:15:57,77.3
3335,15:15:59,77.3
3336,15:16:00,77.3
3337,15:16:02,77.3
3338,15:16:03,77.3
3339,15:16:05,77.3
3340,15:16:07,77.3
3341,15:16:08,77.3
3342,15:16:10,77.3
3343,15:16:12,77.3
3344,15:16:13,77.3
3345,15:16:15,77.3
3346,15:16:16,77.3
3347,15:16:18,77.3
3348,15:16:20,77.3
3349,15:16:21,77.3
3350,15:16:23,77.3
3351,15:16:25,77.3
3352,15:16:26,77.3
3353,15:16:28,77.3
3354,15:16:29,77.3
3355,15:16:31,77.3
3356,15:16:33,77.3
3357,15:16:34,77.3
3358,15:16:36,77.3
3359,15:16:38,77.3
3360,15:16:39,77.3
3361,15:16:41,77.3
3362,15:16:42,77.3
3363,15:16:44,77.3
3364,15:16:46,77.3
3365,15:16:47,77.3
3366,15:16:49,77.3
3367,15:16:51,77.3
3368,15:16:52,77.3
3369,15:16:54,77.3
3370,15:16:55,77.3
3371,15:16:57,77.3
3372,15:16:59,77.3
3373,15:17:00,77.3
3374,15:17:02,77.3
3375,15:17:04,77.3
3376,15:17:05,77.3
3377,15:17:07,77.3
3378,15:17:08,77.3
3379,15:17:10,77.3
3380,15:17:12,77.3
3381,15:17:13,77.2
3382,15:17:15,77.2
3383,15:17:17,77.2
3384,15:17:18,77.2
3385,15:17:20,77.2
3386,15:17:21,77.2
3387,15:17:23,77.2
3388,15:17:25,77.2
3389,15:17:26,77.2
3390,15:17:28,77.2
3391,15:17:30,77.2
3392,15:17:31,77.2
3393,15:17:33,77.2
3394,15:17:34,77.2
3395,15:17:36,77.2
3396,15:17:38,77.2
3397,15:17:39,77.2
3398,15:17:41,77.2
3399,15:17:43,77.2
3400,15:17:44,77.2
3401,15:17:46,77.2
3402,15:17:47,77.2
3403,15:17:49,77.2
3404,15:17:51,77.2
3405,15:17:52,77.2
3406,15:17:54,77.3
3407,15:17:56,77.3
3408,15:17:57,77.3
3409,15:17:59,77.3
3410,15:18:00,77.3
3411,15:18:02,77.3
3412,15:18:04,77.3
3413,15:18:05,77.3
3414,15:18:07,77.3
3415,15:18:09,77.3
3416,15:18:10,77.3
3417,15:18:12,77.3
3418,15:18:13,77.3
3419,15:18:15,77.3
3420,15:18:17,77.3
3421,15:18:18,77.3
3422,15:18:20,77.3
3423,15:18:22,77.3
3424,15:18:23,77.3
3425,15:18:25,77.3
3426,15:18:26,77.3
3427,15:18:28,77.3
3428,15:18:30,77.3
3429,15:18:31,77.3
3430,15:18:33,77.3
3431,15:18:35,77.3
3432,15:18:36,77.3
3433,15:18:38,77.3
3434,15:18:39,77.3
3435,15:18:41,77.3
3436,15:18:43,77.3
3437,15:18:44,77.3
3438,15:18:46,77.3
3439,15:18:48,77.3
3440,15:18:49,77.3
3441,15:18:51,77.3
3442,15:18:52,77.3
3443,15:18:54,77.3
3444,15:18:56,77.3
3445,15:18:57,77.3
3446,15:18:59,77.3
3447,15:19:01,77.3
3448,15:19:02,77.3
3449,15:19:04,77.3
3450,15:19:05,77.3
3451,15:19:07,77.3
3452,15:19:09,77.3
3453,15:19:10,77.3
3454,15:19:12,77.3
3455,15:19:14,77.3
3456,15:19:15,77.3
3457,15:19:17,77.3
3458,15:19:18,77.3
3459,15:19:20,77.3
3460,15:19:22,77.3
3461,15:19:23,77.3
3462,15:19:25,77.3
3463,15:19:27,77.3
3464,15:19:28,77.3
3465,15:19:30,77.3
3466,15:19:31,77.3
3467,15:19:33,77.3
3468,15:19:35,77.3
3469,15:19:36,77.3
3470,15:19:38,77.3
3471,15:19:40,77.3
3472,15:19:41,77.3
3473,15:19:43,77.3
3474,15:19:44,77.3
3475,15:19:46,77.3
3476,15:19:48,77.3
3477,15:19:49,77.3
3478,15:19:51,77.3
3479,15:19:53,77.2
3480,15:19:54,77.2
3481,15:19:56,77.2
3482,15:19:58,77.2
3483,15:19:59,77.2
3484,15:20:01,77.2
3485,15:20:02,77.2
3486,15:20:04,77.2
3487,15:20:06,77.2
3488,15:20:07,77.2
3489,15:20:09,77.2
3490,15:20:10,77.2
3491,15:20:12,77.2
3492,15:20:14,77.2
3493,15:20:15,77.2
3494,15:20:17,77.2
3495,15:20:19,77.2
3496,15:20:20,77.2
3497,15:20:22,77.2
3498,15:20:23,77.2
3499,15:20:25,77.2
3500,15:20:27,77.2
3501,15:20:28,77.2
3502,15:20:30,77.1
3503,15:20:32,77.1
3504,15:20:33,77.1
3505,15:20:35,77.1
3506,15:20:37,77.1
3507,15:20:38,77.1
3508,15:20:40,77.1
3509,15:20:41,77.1
3510,15:20:43,77.1
3511,15:20:45,77.1
3512,15:20:46,77.1
3513,15:20:48,77.2
3514,15:20:50,77.2
3515,15:20:51,77.2
3516,15:20:53,77.2
3517,15:20:54,77.2
3518,15:20:56,77.1
3519,15:20:58,77.2
3520,15:20:59,77.2
3521,15:21:01,77.2
3522,15:21:03,77.1
3523,15:21:04,77.1
3524,15:21:06,77.1
3525,15:21:07,77.1
3526,15:21:09,77.1
3527,15:21:11,77.1
3528,15:21:12,77.1
3529,15:21:14,77.1
3530,15:21:16,77.1
3531,15:21:17,77.1
3532,15:21:19,77.1
3533,15:21:20,77.1
3534,15:21:22,77.1
3535,15:21:24,77.1
3536,15:21:25,77.1
3537,15:21:27,77.1
3538,15:21:29,77.1
3539,15:21:30,77.1
3540,15:21:32,77.1
3541,15:21:33,77.1
3542,15:21:35,77.1
3543,15:21:37,77.1
3544,15:21:38,77.1
3545,15:21:40,77.1
3546,15:21:42,77.1
3547,15:21:43,77.1
3548,15:21:45,77.1
3549,15:21:46,77.1
3550,15:21:48,77.1
3551,15:21:50,77.1
3552,15:21:51,77.1
3553,15:21:53,77.1
3554,15:21:55,77.1
3555,15:21:56,77.1
3556,15:21:58,77.1
3557,15:21:59,77.2
3558,15:22:01,77.2
3559,15:22:03,77.2
3560,15:22:04,77.2
3561,15:22:06,77.2
3562,15:22:07,77.2
3563,15:22:09,77.2
3564,15:22:11,77.2
3565,15:22:12,77.2
3566,15:22:14,77.2
3567,15:22:16,77.2
3568,15:22:17,77.2
3569,15:22:19,77.2
3570,15:22:20,77.2
3571,15:22:22,77.2
3572,15:22:24,77.2
3573,15:22:25,77.2
3574,15:22:27,77.2
3575,15:22:29,77.2
3576,15:22:30,77.2
3577,15:22:32,77.2
3578,15:22:33,77.2
3579,15:22:35,77.2
3580,15:22:37,77.2
3581,15:22:38,77.2
3582,15:22:40,77.2
3583,15:22:42,77.2
3584,15:22:43,77.2
3585,15:22:45,77.2
3586,15:22:46,77.2
