Iteration,N regions,Information score,Novelty coefficient,Final score,Train
iteration 1-1,6,1485.1821483621711,0.17087432811155692,253.77950172466464,False
iteration 2-1,7,1750.5371520024291,0.276885297666708,484.6980004088239,False
iteration 3-1,3,318.1807412709671,0.08293889319398776,26.38955851665659,False
iteration 4-1,8,2367.257781624205,0.02336137797737479,55.30240380640481,False
iteration 5-1,6,1254.8238779703145,0.10939391964901421,137.27010248034898,False
